OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
-,2172,3957,8945,4013,1256,705,7621,5205,1956,3530
+,4170,6819,6255,3923,584,6430,8752,8857,4097,8577
+,3093,7762,4185,3079,1605,2185,6981,1791,8028,9931
+,6151,5954,1386,8967,6113,6180,6319,5107,6983,6036
+,4462,9333,4853,3520,9767,6302,1174,3872,632,5313
+,7948,2838,9923,3364,389,3557,7655,6009,620,5873
+,8442,4629,5310,8598,4717,8894,1154,6676,6907,5228
+,8776,9534,609,7539,8393,9560,5962,9857,1357,2058
+,7828,3102,2662,3829,9302,8568,2494,7427,5638,7124
+,870,4593,2941,3772,5148,3587,6239,1805,6160,199
+,9465,3661,4897,2768,9849,2602,9002,2095,1404,2100
-,4688,7959,5095,9604,485,6941,7359,4542,1009,1033
+,1149,1150,7069,5517,1807,5054,8877,215,8494,481
+,1764,1974,9582,5204,6349,2838,6312,8121,1324,4541
+,535,6303,7088,9967,8744,1935,9899,675,6053,4855
+,7530,5807,5312,3098,2182,7661,2226,845,8041,7669
+,5179,4737,219,4216,4370,8124,7784,2395,534,9418
+,3484,7796,1186,8807,778,7894,7048,536,6623,3072
+,3105,1687,1711,7997,8677,9094,1443,3050,3351,9919
+,9333,9590,7871,6987,7909,5868,3957,1895,1401,2817
+,9587,9388,3558,6224,2283,6713,1174,6558,7261,130
+,3807,1723,4433,3062,8077,9601,2846,98,1666,521
-,2537,7607,3519,7052,6084,7114,271,4694,1664,2731
+,3388,1988,6020,2492,2588,2283,5771,8378,4790,5672
+,3441,6259,9880,3849,3051,5506,320,3910,5777,4787
+,4391,4160,3260,5707,3066,2448,3862,3122,762,2355
+,4232,8418,869,5098,9919,3844,5618,8111,853,6506
+,7963,3254,9954,4893,9936,8498,2190,2394,5921,1808
+,6764,3164,1665,8376,8721,484,685,1197,6561,3911
+,3442,6358,9825,4208,7592,484,4186,7676,7922,9275
+,4996,3427,8912,1276,9291,811,3814,8712,728,7720
+,9644,8332,3886,375,590,4707,8299,2930,4917,9491
+,5227,9678,5958,443,8700,7254,7187,9576,89,3839
-,8013,1059,9068,101,3386,8691,6933,4562,1420,2435
+,9471,1609,8569,7062,4780,5573,4354,6265,1716,8862
+,6057,3591,8855,4974,5612,7065,3070,6914,3770,7072
+,9486,1180,9095,445,5988,9237,4926,9963,9486,598
+,1746,8507,631,8399,9637,477,1488,3270,9502,7852
+,3119,1460,6091,3735,1223,3531,571,8516,7553,7245
+,9548,8965,5382,3944,3410,2426,6588,137,6207,4491
+,299,9204,9575,3947,3181,1094,8220,2083,4100,6022
+,5669,2575,1098,611,9579,19,2169,8666,2288,5870
+,9203,6660,948,8670,9127,5349,8199,3907,3561,1003
+,167,7506,64,5679,1567,1696,4275,1619,4447,1988
-,9116,9008,8488,6616,9217,1596,6912,2336,3503,885
+,341,2188,4719,8886,18,4243,21,6939,2356,2328
+,1213,7453,5858,1440,3829,8568,3534,4495,303,425
+,4934,677,7927,2567,6574,7802,8347,8367,9986,6775
+,5857,9798,7966,1332,3169,5205,8164,4357,9984,5724
+,9544,8291,8345,8465,7777,3006,3851,5712,8361,4262
+,5875,4867,8620,5012,1457,9604,6382,7384,5678,6380
+,384,4266,1864,2951,1389,9907,6306,5598,9083,7978
+,3780,1215,7283,3155,8656,2994,6242,6652,5729,1812
+,8936,50,1892,8038,4618,3460,6168,729,3268,9973
+,4278,6808,349,1240,3845,2648,4475,3618,5657,3265
-,5838,1647,3041,2720,6068,7354,3724,8239,5947,8049
+,9667,5698,8710,7200,2123,5305,4445,13,7877,9158
+,4067,1691,7809,1821,6521,5861,8472,4029,8253,6562
+,1642,1656,5509,644,2281,1821,1230,1532,1374,4174
+,3133,4482,5989,3974,9309,1776,9637,7335,5323,3372
+,5803,6526,9499,2539,148,5045,9434,3759,7565,9844
+,3569,7290,9030,1294,2147,7126,1888,937,7171,6031
+,1737,6152,5694,6063,749,298,1084,6971,4328,5087
+,1676,5844,3738,9529,7922,3207,138,7568,8442,7357
+,2465,4908,9699,3926,9810,9031,4606,6020,7493,2767
+,1708,7317,9321,1180,5731,6631,9243,6945,1951,5448
-,1676,5844,3738,9529,7922,3207,138,7568,8442,7357
+,8388,4274,344,2813,1723,7068,3908,4637,7466,4902
+,1257,9843,7296,5764,4882,9682,4717,9788,7875,94
+,1345,4796,1071,184,5596,5627,6256,12,3477,9384
+,7520,7789,993,2576,5443,1419,1039,3836,5655,2015
+,3571,340,4671,7309,8432,6496,3903,18,4391,6404
+,6965,1545,3709,5986,1701,1903,8774,186,2141,1241
+,9595,1650,3938,4097,3433,2262,3547,725,9246,7912
+,4544,8791,7710,6594,4861,3612,5633,9437,8349,7466
+,9940,7500,9414,4574,9148,4522,5906,9197,610,1554
+,2024,4492,6733,6984,9419,5819,8503,1989,1391,4911
-,2465,4908,9699,3926,9810,9031,4606,6020,7493,2767
+,7634,5039,9576,3426,6353,6589,4056,1089,3873,97
+,7414,4759,8772,2958,5369,5584,7725,5053,4415,4476
+,3302,8085,1379,7370,3169,3059,6693,4629,4274,3783
+,5671,7361,8422,5856,133,1491,2911,961,2999,1559
+,2290,5712,5080,9231,2123,6437,4988,2709,5794,4170
+,899,6994,7181,5285,4507,6773,4418,8254,5625,7196
+,4680,5738,3832,2419,7335,3259,7381,9452,2020,1211
+,5514,1124,807,1175,3110,1579,1681,1029,149,8316
+,44,9517,311,8364,3068,8608,7708,2053,1892,9064
+,8794,8902,7334,5188,7641,1446,6261,6496,6282,7503
-,4530,9821,5816,4172,8130,7110,6466,5344,7736,4796
+,6715,2164,5072,4311,257,3830,8371,2040,7152,2315
+,5852,4563,9972,3631,6855,6468,2795,8797,6119,7257
+,462,9379,6781,9389,2077,7841,6816,6792,8862,120
+,1177,6901,3947,1376,9513,635,2084,4565,2838,2351
+,7268,8035,6578,1173,7217,8221,3667,7442,6195,2266
+,8163,334,5041,8828,3484,1324,7957,1566,7643,634
+,6528,4630,9498,1598,1726,1740,7079,6646,7854,2323
+,1576,4823,6312,3665,2996,2150,512,3326,3510,6259
+,2086,7135,2268,6871,4560,2669,4646,4435,5080,8350
+,2981,2328,1780,4110,5438,870,8523,1305,1169,6334
-,6715,2164,5072,4311,257,3830,8371,2040,7152,2315
+,9463,9130,8993,4173,4596,2042,1420,1303,8197,810
+,6775,4000,3536,8989,5369,1185,3055,5491,3626,6646
+,3065,3807,2235,4788,5221,126,7897,5287,2336,8337
+,8424,2571,902,5685,7130,9493,918,310,6221,3230
+,3652,9655,3266,3397,323,1434,1294,9753,378,6148
+,7514,2782,5040,7686,3791,2747,5749,8850,6844,2769
+,4516,2434,7942,4281,2163,9169,8759,6546,2761,3224
+,4412,8480,9604,2710,3875,8292,2073,7494,2429,4150
+,9377,583,9432,4920,284,661,5446,6690,2594,1844
+,3762,5057,5514,2192,4024,6214,4674,6175,1656,7928
-,5421,5833,6871,4315,4592,7125,4573,5559,7052,1529
+,6923,280,227,1865,1293,5509,8330,6144,7756,7207
+,426,1449,9837,517,5618,9822,6393,1344,8689,161
+,6061,7929,9940,1594,5904,6377,9313,9642,8855,2824
+,966,8070,7464,7000,2485,1559,2402,7932,8248,7898
+,1597,6282,484,2129,1993,2660,7739,6576,4708,1831
+,9289,7929,8288,658,3087,4057,5114,9619,8148,2961
+,8054,1791,7612,4050,2791,1060,8148,7166,3432,3058
+,3174,7399,3169,8966,3275,3477,8513,3346,4023,2378
+,4524,7268,2371,8293,1914,318,4313,1546,9390,6564
+,946,992,9017,4272,8251,9637,3990,2087,7622,5935
-,8837,8360,6150,7633,5571,2556,6038,2558,3406,6799
+,3150,3061,7002,3620,558,7916,4935,1340,665,8130
+,7449,3536,9434,5299,6027,8789,7348,4444,1566,5495
+,9712,5187,1090,3356,5671,3796,594,4661,6971,5482
+,6128,9383,8205,9598,3565,6724,8386,1676,6892,8647
+,804,284,1213,9690,3606,6652,5750,6861,5366,1505
+,7364,963,8382,4137,3743,3559,9032,4100,9411,6791
+,9880,620,35,1735,9834,3927,2978,3309,1248,8709
+,5292,2130,8825,9570,6922,15,7404,6373,7026,6979
+,6205,9504,9233,607,667,1453,5182,1136,4358,2867
+,4473,1014,7508,2392,2093,7058,4058,8803,2650,5383
-,5134,3240,9301,3005,3192,9694,5237,6907,2248,291
+,2580,4681,2382,7148,5353,1713,8109,9927,3780,1809
+,6489,8303,133,8422,1730,6170,3607,7997,3122,8829
+,4947,7025,1260,7672,4437,417,5291,2081,2820,5665
+,5309,2992,8356,9480,8309,814,5378,725,2706,3905
+,4267,3910,7497,9591,6550,2103,8430,1458,2559,2976
+,637,4066,5966,9412,3501,2235,1658,1847,8291,7884
+,2201,9855,4203,6390,9693,4249,4351,6103,8870,279
+,2035,3352,7966,2521,3818,6176,5410,1105,941,2653
+,3125,7536,9476,6014,4408,4007,5399,9973,6135,9980
+,2394,365,2963,1498,5424,6698,2599,4514,306,7416
-,299,9204,9575,3947,3181,1094,8220,2083,4100,6022
+,3118,3689,2274,9553,2329,8954,2432,3073,5894,2591
+,6545,3038,5870,4627,8104,4971,3144,2765,3268,8211
+,9140,3071,1687,7669,3814,8688,1028,3225,5421,9329
+,7648,6003,2166,516,4009,728,5575,3122,584,6582
+,285,7586,1648,1119,5970,1244,7703,657,697,104
+,6025,1685,1546,2738,2796,9037,8185,6252,5009,6033
+,2242,120,5141,6043,319,9238,5035,7350,5096,5985
+,8899,5436,1925,6206,4894,1736,1652,6435,9009,921
+,5972,5623,9605,4344,2289,4503,4398,2518,8953,7664
+,7334,6354,9332,7860,3855,993,3722,1003,470,6149
-,5175,8094,6468,670,8604,3864,3940,3447,8824,4876
+,636,4747,7531,5109,7777,3502,780,8424,1146,2482
+,8556,3566,3755,9515,4545,9753,2726,9299,1482,6214
+,3052,3589,2350,4340,1593,5975,1069,1507,928,9252
+,9907,1266,8328,4643,1303,5172,4524,8043,5310,8639
+,3613,9794,7944,8784,5419,5464,8704,2023,1087,6079
+,251,3160,734,7337,5487,7478,4490,6660,4479,6319
+,4795,3921,7002,2913,4555,1845,7417,6208,8307,3467
+,1603,4675,1016,32,771,6438,3009,6681,896,5074
+,8023,7912,9795,714,6934,4635,1468,49,9768,8079
+,1239,8479,1371,6437,7568,1546,3955,9744,5771,655
-,3866,696,9325,8297,8882,4698,9163,5142,1981,4248
+,505,1728,4755,3442,5442,6682,7862,6174,2920,553
+,8859,264,882,3057,6087,8430,3093,4898,8205,3001
+,795,1831,6178,5498,155,2555,9481,9268,9567,4001
+,6684,6075,4992,4268,3764,3122,1278,8762,1139,942
+,9390,1654,2212,1682,3669,5502,8334,1007,3987,3115
+,4381,9840,3479,7865,2706,9725,8444,2198,99,3991
+,8667,766,9968,2953,4563,7572,5092,447,2494,7143
+,1335,8363,4624,9263,3043,5329,2858,5140,4840,9682
+,7216,7410,4113,3800,720,9384,5324,8884,2964,4854
+,5122,9573,9785,3052,5533,8331,3,8164,7608,9340
-,570,8090,1539,8350,2369,616,8752,6766,3824,6469
+,8860,7080,3662,6179,6079,7087,4619,4873,6815,793
+,7396,6315,8119,3274,9163,1262,9850,307,6742,7204
+,9933,9601,8097,1559,2324,8902,1720,3579,4496,255
+,2515,3786,7465,5685,4597,417,2698,1709,5282,5673
+,4248,450,7355,4962,3397,6514,3928,3979,8821,877
+,4083,4254,7001,7864,1341,5568,12,6167,3739,1066
+,6870,3438,2963,7666,7233,8023,8230,6504,2222,1305
+,2974,3096,2446,9522,9746,4972,5193,3905,6433,5962
+,4181,9080,1728,7112,415,5241,8219,8710,9904,7355
+,5500,882,3463,9608,8775,650,7887,6426,571,5478
-,535,6303,7088,9967,8744,1935,9899,675,6053,4855
+,9798,8725,3320,9343,6061,3481,8670,1130,1056,467
+,1160,2760,300,9831,185,5921,124,8573,5012,496
+,8187,6362,6454,2513,610,9313,6278,8860,7983,1146
+,2860,8258,661,8022,5613,962,7562,7858,9253,5757
+,4693,9228,5695,1118,5576,9037,4709,2477,8620,1270
+,9848,9802,5273,977,7983,1518,8857,8169,7840,8565
+,6162,9787,5602,9467,1983,1684,2818,2920,9132,9473
+,4870,8434,5914,8648,3726,3516,4470,1103,5689,7869
+,9163,7834,8233,297,8132,8859,4658,535,2738,3348
+,7880,9497,4725,4893,7018,561,7173,6046,7018,3366
-,2510,8300,2934,5184,1513,9511,6442,8458,6105,2041
+,2196,4759,1220,951,7631,8748,4928,9927,3629,5568
+,7321,5670,3525,9975,4015,9119,8288,7535,6010,341
+,5353,413,9759,9429,9093,3429,8745,9593,2066,4621
+,7425,9169,7144,6987,1127,3704,6675,2224,1127,1350
+,166,8013,4295,9866,1296,3253,7502,9622,8245,2267
+,6118,2655,1290,9543,2703,9942,7444,6522,5210,2230
+,841,6330,1114,1185,772,2372,694,9159,877,653
+,1946,7208,6828,4309,853,8738,8040,3812,7014,9371
+,5039,9702,7321,8238,8206,2138,1800,2943,4377,3287
+,7134,615,2758,597,1906,5287,1030,6686,3733,8543
-,899,6994,7181,5285,4507,6773,4418,8254,5625,7196
+,3536,1658,3585,9239,2603,5070,5914,3635,3772,3169
+,5763,2543,5230,9069,3610,6483,3546,3453,6955,4794
+,476,9379,7672,2168,4579,8563,4105,9579,5967,9715
+,3773,594,7530,955,8953,5184,9753,5225,7368,712
+,8080,4005,4153,6039,7189,4090,3039,6547,5267,3076
+,4719,3878,7799,5418,1035,3096,5525,73,2312,180
+,5439,1324,9668,8654,9231,5067,678,1926,6154,7854
+,6316,6988,3764,7039,2261,7559,6982,8159,2138,9744
+,656,7172,1161,7948,4982,3505,2211,9706,474,288
+,9150,3741,5384,8889,6981,2700,4964,4977,5930,836
-,7851,3072,7314,2113,1561,5502,2361,2164,7082,1770
+,181,4171,2482,4250,6369,5692,258,1445,8421,9636
+,6243,5518,708,5149,7161,2421,9042,1311,6486,3397
+,589,9197,7113,9643,1555,5100,5116,1678,9589,4195
+,4654,2045,1804,9913,9099,4420,6757,5827,9840,2414
+,6604,4377,1621,1125,8364,7479,6395,1437,5059,5588
+,8183,2183,2944,6658,4058,6296,3564,4611,5923,1981
+,4940,2431,5288,5482,308,2536,6133,310,2310,2134
+,2670,4831,6491,2909,6180,9059,5665,5620,7437,5707
+,3751,4690,888,4293,5681,4058,2402,8101,7662,1089
+,5343,3938,3384,5621,9665,4307,9598,1678,4378,6941
-,5053,8171,8023,2691,9790,8333,5340,4896,1716,4555
+,2084,9914,1909,9776,9873,7462,1111,3435,8585,8708
+,4310,6330,2126,4270,8375,490,9252,7797,544,7290
+,4156,6520,6110,5747,6943,8584,4935,3133,7319,4865
+,7703,2105,8661,4013,9760,915,1034,2557,4892,4973
+,5050,964,3012,8858,3349,4917,7437,7637,5607,4878
+,4071,5032,4665,9404,8712,3955,8490,2579,8966,2037
+,2952,3264,3035,5480,2820,6304,7772,1769,3262,4653
+,701,1466,102,2037,5317,5318,9799,1385,2496,715
+,9519,513,4621,1591,3365,7103,5130,3434,2189,8706
+,1680,7379,6395,6633,7602,5718,5277,3910,2708,7680
-,8794,8902,7334,5188,7641,1446,6261,6496,6282,7503
+,5379,1376,651,6260,5887,5016,1801,2549,1801,6220
+,4975,366,4578,129,2723,3585,3361,5767,8865,9263
+,3573,463,6957,6963,8818,7005,6417,9069,2894,4662
+,4342,7167,3924,3476,7065,7241,9827,562,1586,9524
+,917,9452,6644,3633,341,3674,236,92,6881,3438
+,4813,1792,5017,5604,8206,8666,7844,4969,1241,9209
+,1782,1166,6193,9199,6696,7836,9755,52,8669,8651
+,3850,2657,6184,6169,105,7425,9275,7259,5939,764
+,7988,2113,8596,7890,8937,1666,566,2750,9686,5670
+,999,8784,4162,1839,8013,4573,948,4754,5298,9054
-,363,5383,4387,5588,755,4184,5452,7216,3774,6137
+,3961,9599,9919,2428,2346,3505,2315,2712,6105,1902
+,1856,3148,3601,7098,2120,9997,1085,9663,824,2182
+,9225,9809,6514,3580,6353,9966,2474,1310,3324,3984
+,8052,3994,5714,5810,9274,340,6053,2701,6481,796
+,8260,8317,1657,9241,7304,2316,5621,2069,5413,1785
+,2696,5167,5102,9383,4604,6318,5859,1158,2492,5046
+,4982,1125,110,7862,3211,4262,9232,7321,7460,7357
+,9735,8969,2669,154,6600,4570,6971,1801,5598,8269
+,8699,8869,7245,16,6950,5457,5545,555,7404,5624
+,4556,4061,669,6327,3339,4470,5857,954,4423,3855
-,3606,86,8856,1055,9366,6200,5039,9086,1471,9106
+,7210,3194,6220,6825,6692,6039,2577,3856,1016,1145
+,5934,6192,3844,3332,7776,3004,1554,4570,9712,2646
+,1858,9404,279,6968,7437,8407,3937,2226,6512,7002
+,8258,4289,2703,3683,6120,6430,7247,1369,3687,1164
+,634,8059,6809,9960,1866,2637,2005,1027,6678,6554
+,7359,2314,3707,1863,1771,8943,5051,5981,9902,829
+,1971,2232,8119,7386,6978,1354,2987,4900,7946,6727
+,1225,4736,2523,3242,3945,5520,620,7267,957,9788
+,9855,7793,3878,1751,7731,6440,8096,6683,1239,2390
+,470,8755,445,4146,9898,5502,9717,9267,7322,3416
-,2084,9914,1909,9776,9873,7462,1111,3435,8585,8708
+,1277,1702,1584,6504,4015,6812,2640,3897,5512,1136
+,2816,2256,4375,9217,2519,8868,6376,3026,8819,7054
+,9812,2308,9327,3577,3337,1876,4555,3059,159,2391
+,3476,4893,3732,5175,4316,3947,3543,4788,9822,410
+,3793,6114,1187,1359,4075,7228,4124,599,8400,1463
+,7157,2361,5592,5851,1112,8708,6832,3272,5149,7425
+,5104,5032,5134,8600,8594,7892,5480,1301,8413,270
+,78,6044,582,3838,2441,8278,7333,7911,7248,5267
+,2180,6601,535,6505,2,3600,7654,1084,1160,7388
+,3040,485,7869,6843,6618,3836,2157,5769,8770,7607
-,6197,2903,9937,9161,9847,3572,3074,3052,9595,4068
+,6376,6791,7995,8116,2129,6337,4175,4045,6653,6860
+,1725,7800,3367,6464,6241,9650,5832,1923,1134,9983
+,7812,393,6480,8100,5789,9466,54,5113,7413,4579
+,1996,4315,5283,7137,6531,3239,2506,1721,8893,7525
+,7418,8448,8334,5540,7346,6877,2870,1168,1563,1753
+,2638,3667,8678,9455,7668,8717,4036,3835,5323,6733
+,4176,9368,9912,4893,6701,1833,3277,746,4283,5647
+,9210,9592,4465,5427,3143,3089,3798,4075,9474,3751
+,4249,1740,3139,9325,9431,1504,9724,6451,7609,4098
+,7701,6114,4341,674,9875,5212,4494,9023,5589,718
-,4156,6520,6110,5747,6943,8584,4935,3133,7319,4865
+,4212,7788,6722,7560,1088,4336,3682,3547,1000,3609
+,6307,7008,8360,5436,8484,7567,4447,9497,1794,2266
+,9507,3442,2720,2748,7423,9760,4476,7707,5661,5647
+,2793,8616,6165,9230,5646,1984,2789,9031,2367,3240
+,310,1461,5314,6730,1954,7400,8352,9821,9338,872
+,2138,6170,9021,3026,7527,4065,4747,9845,3110,852
+,1315,2214,5046,8687,5505,8512,4573,8742,608,9304
+,8567,7784,2538,5832,3945,2928,1807,7494,9860,6547
+,4280,5983,5795,5979,4224,1118,1122,7983,784,4623
+,6635,7577,5287,5966,2812,218,9136,2688,3470,4804
-,2201,9855,4203,6390,9693,4249,4351,6103,8870,279
+,60,8138,8883,4812,4239,9536,4634,2570,9317,825
+,1132,7442,5897,9579,9222,8915,3972,8339,7069,9761
+,1796,138,8737,8384,3198,9248,9807,536,4737,5687
+,9897,4597,5778,9527,6012,3729,5969,6138,3341,2550
+,1921,5077,8307,9587,8186,1141,9923,6418,178,7772
+,836,8831,8120,8134,1536,4180,5749,6848,4642,2072
+,583,6494,4755,1657,3307,3871,9879,2535,5469,3927
+,6471,5684,7884,1659,2506,1727,2637,8932,1424,1543
+,8050,8116,1077,6756,4168,8095,4137,1956,7480,8155
+,4435,238,4840,6837,8120,814,3832,8956,8680,1679
-,1921,5077,8307,9587,8186,1141,9923,6418,178,7772
+,9673,1578,7388,9446,4756,8907,4175,9036,8340,6529
+,3130,2800,1778,1861,9983,181,639,3842,9402,2228
+,142,2856,8634,9876,1903,7402,8724,282,4294,6247
+,2936,2638,1030,2030,6451,5460,9060,9170,5345,1626
+,4874,6586,504,6736,5765,2853,7810,4717,1787,5109
+,9696,2696,7720,803,2035,1534,110,9015,6382,6854
+,9255,3300,2846,1659,6330,1638,1402,6137,9414,6151
+,6786,5008,7653,4402,2895,7886,2799,6294,8325,6714
+,6273,4797,5997,2786,2448,1048,4787,6982,1480,2264
+,9000,2868,9752,5328,1370,8400,2748,8166,7936,3111
-,9850,5501,8657,2825,1867,1246,9610,6927,9077,6872
+,9434,3049,4514,8827,5519,4502,3933,6466,9060,3410
+,4053,5404,3157,6622,383,7305,4827,8267,6433,7411
+,4245,4528,873,4488,8380,2454,4346,2822,4579,3313
+,2820,9689,674,1399,6737,7473,6240,1145,757,3645
+,368,2870,3396,6359,597,8146,7919,9903,4828,8282
+,1402,5503,9569,1663,5337,4179,3170,9894,8462,4480
+,6739,9036,9264,1464,3773,5298,3472,3075,8607,7771
+,8709,481,6726,3194,8315,2685,2600,9891,3261,9715
+,892,7114,5339,2868,3385,382,4705,8592,4550,2125
+,1359,9259,8152,5074,579,2395,5236,8218,5326,530
-,2180,6601,535,6505,2,3600,7654,1084,1160,7388
+,8851,6380,2733,8182,6199,6100,3285,8392,1554,3083
+,3004,7232,3441,9834,3145,6462,3067,7637,2114,6720
+,433,1976,6833,211,1965,5714,9453,9811,4531,5787
+,5759,87,3952,9467,3503,7245,9299,2961,5193,5668
+,9360,2329,1066,8794,5288,6740,6564,9140,2280,9901
+,3550,8419,7237,3953,7507,8119,7105,4691,2727,7829
+,7485,5635,5782,4748,8532,1223,818,2445,3441,4906
+,6651,4955,4305,87,3946,7370,6454,3595,7961,8281
+,2069,9692,7286,7176,8371,2881,6285,7489,4203,3219
+,1756,6457,268,7571,6920,7339,591,6913,5569,5778
-,9880,620,35,1735,9834,3927,2978,3309,1248,8709
+,2540,4892,7700,6149,2786,2399,3085,9702,9607,7789
+,7951,2393,3178,6322,3820,6782,689,7917,8291,5370
+,3426,6712,1740,9073,7891,7692,7615,8013,727,9012
+,9200,9053,7590,5240,1536,4993,3102,8164,1361,4850
+,353,7009,133,5975,39,9643,8510,6853,4294,96
+,5713,3301,7826,149,2501,8854,304,1230,4459,1947
+,529,7655,8077,5189,3856,4268,9276,501,3101,1875
+,739,7817,6256,500,8779,9384,3279,4029,7895,8502
+,5427,8070,9503,9209,3376,3526,6621,3460,2421,4684
+,4354,6292,8223,8949,4899,7453,4044,4267,4582,1973
-,9334,5508,9190,7237,4166,255,7801,2896,3301,549
+,4522,5687,3293,551,1667,7026,2968,1053,4544,5099
+,3008,3574,295,8349,2639,527,4909,6105,2104,3351
+,2139,14,5157,6443,3374,7119,6954,4379,4119,3417
+,5839,7494,4254,790,491,6342,6065,7840,7156,2465
+,4745,7584,3931,4362,6009,8019,4053,3727,9886,5455
+,7532,3227,5906,3008,4244,5871,6936,6651,2271,8379
+,7545,8438,4335,34,919,3551,6224,5940,1868,5610
+,4226,3704,6370,9730,8716,4249,9604,1547,3198,663
+,1437,13,8664,4286,8671,6517,8432,451,8707,2127
+,6714,4805,1824,6741,4006,9967,773,4848,2239,4883
-,8326,5602,731,2230,7558,6213,7533,165,1307,3215
+,9963,2018,2663,1978,8336,6277,7363,4147,1024,5925
+,2073,2360,4080,1727,1498,4211,381,1209,6890,6943
+,7911,2710,7648,4060,2138,3566,8081,7897,3859,5333
+,5367,3140,193,1625,5153,5623,787,3908,1703,2272
+,4551,451,3107,7865,4136,7722,726,4978,7416,9960
+,9305,9215,9133,4918,99,7036,4158,687,7858,9991
+,1728,7401,6649,4754,8668,957,7067,8240,381,6583
+,8032,2884,687,5658,7955,3774,7311,4655,7909,6981
+,9019,8050,4609,1206,3855,5615,2404,5898,5943,1147
+,1224,8413,2064,6958,7445,3721,8552,952,5290,4123
-,2375,1995,240,3388,8295,3612,7083,1448,995,6292
+,9970,2673,2057,2141,3741,2815,5992,7192,2246,4941
+,3159,5545,3800,9134,5581,8903,3676,3667,7924,6549
+,3556,4507,3795,1816,5463,73,2940,2841,5294,199
+,680,6493,50,5660,3133,9990,59,8061,7928,7642
+,3277,585,8954,6812,3956,4271,1850,4502,5418,2160
+,5285,4489,8423,923,9766,7338,5940,3291,5634,6661
+,8834,5111,1045,6592,479,504,7893,5705,6374,1177
+,2203,1012,95,5049,7950,8140,4682,2613,4702,5473
+,8544,4074,6540,4850,9928,9365,4021,8012,3946,5287
+,4427,3893,1934,5637,7140,1270,5014,9508,9197,5096
-,1889,9026,3367,3267,8251,5867,3527,369,9417,2372
+,9847,1162,1563,1353,9369,4279,9046,392,2817,9645
+,7145,925,2042,5819,8214,8257,1959,1544,7390,4635
+,9839,1489,7875,5684,5966,4611,3244,8605,7910,1272
+,8636,6980,8941,3569,3699,1369,464,3442,5325,9291
+,9322,7975,801,4641,3633,2014,2590,2555,9623,998
+,4114,7688,3231,4142,5706,7766,1575,8354,4631,8761
+,5085,3207,5612,3821,1654,6578,310,4509,334,9241
+,4677,2556,7232,8940,4807,1491,7579,5118,7731,2634
+,8748,4143,2921,1770,9833,1097,7499,8807,8384,9010
+,8049,9814,2098,7745,8464,9931,8942,5831,1287,3590
-,5685,824,9668,6923,896,2462,509,5103,6368,1302
+,2323,6384,7130,3300,9854,903,8305,8966,7933,2422
+,2750,9491,2123,4397,9072,1699,6901,3907,627,6863
+,4355,4049,1346,2241,9962,1259,1960,4222,7239,6527
+,9580,7766,2371,5630,8759,5975,1113,2280,5977,2300
+,3638,6931,2932,6399,7872,3817,6314,7894,5068,1279
+,5102,8699,4258,9425,7780,1119,1036,8175,8291,1146
+,993,8034,8552,1604,3552,2906,1886,1401,8988,8514
+,6855,4614,3191,6195,6434,8540,8859,2708,5329,5226
+,3298,3476,1512,592,3919,9145,972,2822,7045,7840
+,5572,7192,9975,5946,5337,438,6829,6377,7945,5611
-,634,8059,6809,9960,1866,2637,2005,1027,6678,6554
+,1546,8407,6023,1969,706,7557,5278,5624,2138,2377
+,6938,5445,3985,4169,5818,2698,9484,3060,9429,9720
+,4900,6488,513,9161,7152,7786,3760,8669,2003,6165
+,1650,507,5208,113,4275,4327,2312,5246,525,6244
+,3223,2646,762,1166,4024,1814,2557,3920,9479,8507
+,4738,6898,9656,4192,874,4353,4861,9551,3822,5342
+,4326,2212,7167,1356,290,8054,1551,7624,4302,7752
+,1067,3329,6623,2061,7860,8074,5024,2514,9226,7634
+,8116,9690,3336,5573,5031,2962,6940,3799,1106,8845
+,1143,9380,7652,8007,9405,4178,8630,4052,4758,7739
-,6128,9383,8205,9598,3565,6724,8386,1676,6892,8647
+,3206,3525,5691,8892,8382,5048,2540,8555,7801,7951
+,5363,8821,4146,2485,268,156,2688,3097,6994,6397
+,4346,471,6646,2900,8676,9647,8442,6963,7727,4942
+,8387,8219,2137,9686,9636,9379,1545,3669,3589,9632
